"id","customerId","orderId","sequence","marketplaceOrderId","marketplaceServicesEndpoint","sellerOrderId","origin","affiliateId","salesChannel","merchantName","status","workflowIsInError","statusDescription","value","creationDate","lastChange","orderGroup","total_Items_value","totaldiscountvalue","totalfreightvalue","openTextField_value","countryCode","currencyCode","StartsWithCurrencySymbol","currencyLocale","currencySymbol","timeZone","locale","postalCode","city","state","country","neighborhood","marketingData_id","utmSource","utmPartner","utmMedium","utmCampaign","coupon","utmiCampaign","utmiPage","utmiPart","marketingTags","userProfileId","userphone","useremail","sellers_id","sellers_name","spostalCode","item_uniqueId","item_sku","item_productId","item_ean","item_quantity","item_seller","item_name","item_refId","item_price","item_listPrice","item_imageUrl","item_detailUrl","item_type","item_brandName","item_brandId","item_categoriesIds","item_categories","item_productClusterId","item_id","visionCategoryName","brand","collections","item_productName","geoCoordinates","updated"
2968,1,v501396fri-01,501396,"",http://oms.vtexinternal.com.br/api/oms?an=farmlatam,"00-v501396fri-01",Marketplace,"","1",,invoiced,false,Faturado,148750.0,2024-06-03 18:23:18.992,2024-06-04 15:45:38.156,v501396fri,2975.0,-1487.5,0.0,,ARG,BRL,true,1046,R$,Argentina Standard Time,"","7850000",,Región Metropolitana,CHL,La Reina,"","","","","","","","","","","6ae32343-42c7-4096-b119-b003d9a6737e","0+56994191624","19f0215d8c234e208b2cda037796b289@ct.vtex.com.br","1",GRUPO DE MODA SOMA - BR,"7850000","62AB01FC66B14479827812F152096D45","459571","80962","3266880013P",1,"1",Abrigo Desejo Preto - S,"326688_0013_2",880.6,880.6,https://farmlatam.vteximg.com.br/arquivos/ids/512234-500-750/326688_0013_1-CASACO-DESEJO.jpg?v=638484282560500000,/abrigo-desejo-preto-326688-0013/p,"",Farm,"2000000",/1/9/,"Abrigo,Moda Feminina","250,484,516,691,697,749,755,772,799,869,967,970,991,1057,1076,1079,1105,1111,1113","459571",Jaquetas,Farm,"",Abrigo Desejo Preto,"(0, 0)",true
2969,1,v501396fri-01,501396,"",http://oms.vtexinternal.com.br/api/oms?an=farmlatam,"00-v501396fri-01",Marketplace,"","1",,invoiced,false,Faturado,148750.0,2024-06-03 18:23:18.992,2024-06-04 15:45:38.156,v501396fri,2975.0,-1487.5,0.0,,ARG,BRL,true,1046,R$,Argentina Standard Time,"","7850000",,Región Metropolitana,CHL,La Reina,"","","","","","","","","","","6ae32343-42c7-4096-b119-b003d9a6737e","0+56994191624","19f0215d8c234e208b2cda037796b289@ct.vtex.com.br","1",GRUPO DE MODA SOMA - BR,"7850000",DA0D2B1029A845A3A1FC1935452626CC,"458386","79841","32626846717P",1,"1",Cardigan Corto Tricot Pandora Floral Est Pandora Floral_Rosa Latino - S,"326268_46717_2",628.6,628.6,https://farmlatam.vteximg.com.br/arquivos/ids/506444-500-750/326268_46717_1-CARDIGAN-CURTO-TRICOT-ESTAMPADO-PANDORA-FLORAL.jpg?v=638481802461900000,/cardigan-corto-tricot-pandora-floral-est-pandora-floral_rosa-latino-326268-46717/p,"",Farm,"2000000",/1/9/,"Abrigo,Moda Feminina","250,516,677,691,697,749,755,772,799,869,909,917,967,970,1076,1079,1105,1111","458386",Cardigan,Farm,"",Cardigan Corto Tricot Pandora Floral Est Pandora Floral_Rosa Latino,"(0, 0)",true
2970,1,v501393fri-01,501393,"",http://oms.vtexinternal.com.br/api/oms?an=farmlatam,"00-v501393fri-01",Marketplace,"","1",,invoiced,false,Faturado,19530.0,2024-06-03 18:15:09.544,2024-06-04 06:30:54.195,v501393fri,390.6,-195.3,0.0,,ARG,BRL,true,1046,R$,Argentina Standard Time,"","7630000",,Región Metropolitana,CHL,Vitacura,"","","","","","","","","","",d5d0b4d3-6fd3-440b-af9e-4db4e3fe98dc,"985018560","36019615494240068756fa8e003836e1@ct.vtex.com.br","1",GRUPO DE MODA SOMA - BR,"7630000",ACCCC8CE20814F34A83F843F955C5C16,"457781","79240","32588640219P",1,"1",T-Shirt Jardín De Tucano Jardim De Tucano_Preto - S,"325886_40219_2",390.6,390.6,https://farmlatam.vteximg.com.br/arquivos/ids/479375-500-750/325886_40219_1-T-SHIRT-ESTAMPADA-JARDIM-DE-TUCANO.jpg?v=638431065539370000,/t-shirt-jardin-de-tucano-jardim-de-tucano_preto-325886-40219/p,"",Farm,"2000000",/1/456/,"t-shirt,Moda Feminina","267,268,484,556,559,727,772,877,948,970,990,1051,1057,1065,1076,1081,1105","457781",Camisetas,Farm,"",T-Shirt Jardín De Tucano Jardim De Tucano_Preto,"(0, 0)",true
2971,1,v501385fri-01,501385,"",http://oms.vtexinternal.com.br/api/oms?an=farmlatam,"00-v501385fri-01",Marketplace,"","1",,invoiced,false,Faturado,156870.0,2024-06-03 18:06:05.113,2024-06-04 14:45:42.768,v501385fri,3137.4,-1568.7,0.0,,ARG,BRL,true,1046,R$,Argentina Standard Time,"","11001","Bogotá, D.c.","BOGOTÁ, D.C.",COL,Cedritos,marketingData,Google,,,,"",,"",,"","1e86ab94-b48c-4d22-8e32-578f5a14335e",+573115179699,"506896b1d19b4709b18ba5ae7bff1a38@ct.vtex.com.br","1",GRUPO DE MODA SOMA - BR,"11001",FC5166A4ED1C4D588888CEDD473DFA9F,"461197","82186","32696146672GG",1,"1",Chaqueta Farm Rio Farm Rio_Off White - XL,"326961_46672_5",557.2,557.2,https://farmlatam.vteximg.com.br/arquivos/ids/508417-500-750/326961_46672_1-JAQUETA-ESTAMPADA-FARM-RIO.jpg?v=638481891370830000,/chaqueta-farm-rio-farm-rio_off-white-326961-46672/p,"",Farm,"2000000",/1/9/,"Abrigo,Moda Feminina","196,278,329,426,485,516,679,697,749,772,799,869,927,949,967,970,1076,1079,1081,1105","461197",Jaquetas,Farm,"",Chaqueta Farm Rio Farm Rio_Off White,"(-74.07209014892578, 4.710988521575928)",true
2972,1,v501385fri-01,501385,"",http://oms.vtexinternal.com.br/api/oms?an=farmlatam,"00-v501385fri-01",Marketplace,"","1",,invoiced,false,Faturado,156870.0,2024-06-03 18:06:05.113,2024-06-04 14:45:42.768,v501385fri,3137.4,-1568.7,0.0,,ARG,BRL,true,1046,R$,Argentina Standard Time,"","11001","Bogotá, D.c.","BOGOTÁ, D.C.",COL,Cedritos,marketingData,Google,,,,"",,"",,"","1e86ab94-b48c-4d22-8e32-578f5a14335e",+573115179699,"506896b1d19b4709b18ba5ae7bff1a38@ct.vtex.com.br","1",GRUPO DE MODA SOMA - BR,"11001","032B89B6A7DB4F2390AD6F87D50C7319","448393","71936","32310546281M",1,"1",Camisa Lenco Magia Tropical Est Lenco Magia Tropical_Off White - M,"323105_46281_3",628.6,628.6,https://farmlatam.vteximg.com.br/arquivos/ids/472576-500-750/323105_46281_1-CAMISA-LENCO-ESTAMPADA-MAGIA-TROPICAL.jpg?v=638429094782430000,/camisa-lenco-magia-tropical-est-lenco-magia-tropical_off-white-323105-46281/p,"",Farm,"2000000",/1/455/,"Camisa,Moda Feminina","559,697,772,780,909,948,959,967,970,1051,1053,1057,1067,1076,1081,1105,1111","448393",Camisa,Farm,"",Camisa Lenco Magia Tropical Est Lenco Magia Tropical_Off White,"(-74.07209014892578, 4.710988521575928)",true
2973,1,v501385fri-01,501385,"",http://oms.vtexinternal.com.br/api/oms?an=farmlatam,"00-v501385fri-01",Marketplace,"","1",,invoiced,false,Faturado,156870.0,2024-06-03 18:06:05.113,2024-06-04 14:45:42.768,v501385fri,3137.4,-1568.7,0.0,,ARG,BRL,true,1046,R$,Argentina Standard Time,"","11001","Bogotá, D.c.","BOGOTÁ, D.C.",COL,Cedritos,marketingData,Google,,,,"",,"",,"","1e86ab94-b48c-4d22-8e32-578f5a14335e",+573115179699,"506896b1d19b4709b18ba5ae7bff1a38@ct.vtex.com.br","1",GRUPO DE MODA SOMA - BR,"11001","800819BE04FC4AE5948983EA9EBF57AA","452664","74727","32406646221M",1,"1",Chaqueta Mata Tropical Mata Tropical_Bege Sertao - M,"324066_46221_3",977.2,977.2,https://farmlatam.vteximg.com.br/arquivos/ids/482032-500-750/324066_46221_1-JAQUETA-ESTAMPADA-MATA-TROPICAL.jpg?v=638436223235200000,/chaqueta-mata-tropical-mata-tropical_bege-sertao-324066-46221/p,"",Farm,"2000000",/1/9/,"Abrigo,Moda Feminina","267,268,484,559,679,697,749,772,799,877,948,959,967,970,1051,1053,1057,1067,1076,1081,1105,1111","452664",Jaquetas,Farm,"",Jaqueta Estampada Mata Tropical Mata Tropical_Bege Sertao,"(-74.07209014892578, 4.710988521575928)",true
2974,1,v501385fri-01,501385,"",http://oms.vtexinternal.com.br/api/oms?an=farmlatam,"00-v501385fri-01",Marketplace,"","1",,invoiced,false,Faturado,156870.0,2024-06-03 18:06:05.113,2024-06-04 14:45:42.768,v501385fri,3137.4,-1568.7,0.0,,ARG,BRL,true,1046,R$,Argentina Standard Time,"","11001","Bogotá, D.c.","BOGOTÁ, D.C.",COL,Cedritos,marketingData,Google,,,,"",,"",,"","1e86ab94-b48c-4d22-8e32-578f5a14335e",+573115179699,"506896b1d19b4709b18ba5ae7bff1a38@ct.vtex.com.br","1",GRUPO DE MODA SOMA - BR,"11001","93C207179BA54930A03ABC6206B03B06","452660","74724","32406546221G",1,"1",Pantalón Mata Tropical Mata Tropical_Bege Sertao - L,"324065_46221_4",697.2,697.2,https://farmlatam.vteximg.com.br/arquivos/ids/481980-500-750/324065_46221_1-CALCA-ESTAMPADA-MATA-TROPICAL.jpg?v=638436222948730000,/pantalon-mata-tropical-mata-tropical_bege-sertao-324065-46221/p,"",Farm,"2000000",/1/58/,"Pantalones,Moda Feminina","267,268,559,669,697,772,790,865,877,948,959,967,970,1051,1053,1067,1076,1081","452660",Calças,Farm,"",Pantalón Mata Tropical Mata Tropical_Bege Sertao,"(-74.07209014892578, 4.710988521575928)",true
2975,1,v501385fri-01,501385,"",http://oms.vtexinternal.com.br/api/oms?an=farmlatam,"00-v501385fri-01",Marketplace,"","1",,invoiced,false,Faturado,156870.0,2024-06-03 18:06:05.113,2024-06-04 14:45:42.768,v501385fri,3137.4,-1568.7,0.0,,ARG,BRL,true,1046,R$,Argentina Standard Time,"","11001","Bogotá, D.c.","BOGOTÁ, D.C.",COL,Cedritos,marketingData,Google,,,,"",,"",,"","1e86ab94-b48c-4d22-8e32-578f5a14335e",+573115179699,"506896b1d19b4709b18ba5ae7bff1a38@ct.vtex.com.br","1",GRUPO DE MODA SOMA - BR,"11001",C2076FCE089A47989127678AA6D8B72A,"456866","78365","3252577093G",1,"1",Musculosa Quadrada Amazonia Vermelho Pimenta - L,"325257_7093_4",277.2,277.2,https://farmlatam.vteximg.com.br/arquivos/ids/473403-500-750/325257_7093_1-REGATA-QUADRADA-ESTAMPADA-AMAZONIA.jpg?v=638429100227530000,/musculosa-quadrada-amazonia-vermelho-pimenta-325257-7093/p,"",Farm,"2000000",/1/6/,"Blusa,Moda Feminina","474,484,559,621,772,791,948,959,967,970,1051,1053,1057,1065,1076,1081,1087,1105,1112","456866",Blusa,Farm,"",Musculosa Quadrada Amazonia Vermelho Pimenta,"(-74.07209014892578, 4.710988521575928)",true
2976,1,v501379fri-01,501379,"",http://oms.vtexinternal.com.br/api/oms?an=farmlatam,"00-v501379fri-01",Marketplace,"","1",,invoiced,false,Faturado,31430.0,2024-06-03 18:06:00.197,2024-06-04 06:30:53.864,v501379fri,628.6,-314.3,0.0,,ARG,BRL,true,1046,R$,Argentina Standard Time,"","7550000",,Región Metropolitana,CHL,Las Condes,"","","","","","","","","","","3bc4473b-1687-4156-ad48-6d67e06e3858",+56995341331,"4b30215d7804416385c73cdbf5b2db71@ct.vtex.com.br","1",GRUPO DE MODA SOMA - BR,"7550000","0453817D4E52491CB92CC30539DDAFD3","462133","82815","32723046749G",1,"1",Chaqueta Bomber Esplendor Tropical Est Esplendor Tropical_Preto @ - L,"327230_46749_4",628.6,628.6,https://farmlatam.vteximg.com.br/arquivos/ids/508866-500-750/327230_46749_1-JAQUETA-BOMBER-ESTAMPADA-ESPLENDOR-TROPICAL.jpg?v=638481895381770000,/chaqueta-bomber-esplendor-tropical-est-esplendor-tropical_preto---327230-46749/p,"",Farm,"2000000",/1/9/,"Abrigo,Moda Feminina","267,268,516,556,679,697,749,772,799,869,877,909,949,967,970,1076,1079,1081,1105,1111","462133",Jaquetas,Farm,"",Chaqueta Bomber Esplendor Tropical Est Esplendor Tropical_Preto @,"(0, 0)",true
2977,1,v501374fri-01,501374,"",http://oms.vtexinternal.com.br/api/oms?an=farmlatam,"00-v501374fri-01",Marketplace,"","1",,invoiced,false,Faturado,24430.0,2024-06-03 17:50:59.628,2024-06-04 05:45:38.814,v501374fri,488.6,-244.3,0.0,,ARG,BRL,true,1046,R$,Argentina Standard Time,"","05001",Medellín,ANTIOQUIA,COL,Poblado,marketingData,Google,,,,,,"",,"","7908da0f-615c-4665-a402-bac166bf77b7",+573104954644,"8a916e7838ae48dba2c2073e441db866@ct.vtex.com.br","1",GRUPO DE MODA SOMA - BR,"05001",F5FBA1AD38994A7B907B4FA722380BE5,"457436","78832","32574946183P",1,"1",Vestido Tshirt Camino Yawanawa Est Caminho Yawanawa_Preto @ - S,"325749_46183_2",488.6,488.6,https://farmlatam.vteximg.com.br/arquivos/ids/344243-500-750/325749_46183_1-VESTIDO-T-SHIRT-ESTAMPADO-CAMINHO-YAWANAWA.jpg?v=638409511353130000,/vestido-tshirt-camino-yawanawa-est-caminho-yawanawa_preto---325749-46183/p,"",Farm,"2000000",/1/13/,"Vestido,Moda Feminina","197,267,268,556,559,772,786,877,909,948,970,990,1051,1065,1076,1081,1084","457436",Vestidos,Farm,"",Vestido Tshirt Camino Yawanawa Est Caminho Yawanawa_Preto @,"(-75.5768051147461, 6.2539238929748535)",true
2978,1,v501370fri-01,501370,"",http://oms.vtexinternal.com.br/api/oms?an=farmlatam,"00-v501370fri-01",Marketplace,"","1",,invoiced,false,Faturado,50960.0,2024-06-03 17:50:26.059,2024-06-04 15:15:56.929,v501370fri,1019.2,-509.6,0.0,,ARG,BRL,true,1046,R$,Argentina Standard Time,"","7550000",,Región Metropolitana,CHL,Las Condes,"","","","","","","","","","","07cedc3c-b1c8-41be-bd32-b09bffd7a988",+56999388622,b39acb1c51d74443a6bd4018d6171f5a@ct.vtex.com.br,"1",GRUPO DE MODA SOMA - BR,"7550000","8F804DB8094C4BE2AB76D5AB83660F2F","450630","73405","3236440013P",1,"1",Enterito Recto Corsé Preto - S,"323644_0013_2",670.6,670.6,https://farmlatam.vteximg.com.br/arquivos/ids/476196-500-750/323644_0013_1-MACACAO-RETO-CORSELET.jpg?v=638430926286570000,/enterito-recto-corse-preto-323644-0013/p,"",Farm,"2000000",/1/10/,"Enterito,Moda Feminina","157,484,559,663,664,772,773,948,959,967,970,1026,1051,1057,1076,1081,1112","450630",Macacão,Farm,"",Enterito Recto Corsé Preto,"(0, 0)",true
2979,1,v501370fri-01,501370,"",http://oms.vtexinternal.com.br/api/oms?an=farmlatam,"00-v501370fri-01",Marketplace,"","1",,invoiced,false,Faturado,50960.0,2024-06-03 17:50:26.059,2024-06-04 15:15:56.929,v501370fri,1019.2,-509.6,0.0,,ARG,BRL,true,1046,R$,Argentina Standard Time,"","7550000",,Región Metropolitana,CHL,Las Condes,"","","","","","","","","","","07cedc3c-b1c8-41be-bd32-b09bffd7a988",+56999388622,b39acb1c51d74443a6bd4018d6171f5a@ct.vtex.com.br,"1",GRUPO DE MODA SOMA - BR,"7550000",B5A41CD70FF54C10936DD51DF1449ABC,"465077","84267","32809346975P",1,"1",Falda Lenco Energia Lenço Energia_Azul Pepe - S,"328093_46975_2",348.6,348.6,https://farmlatam.vteximg.com.br/arquivos/ids/474832-500-750/328093_46975_1-SAIA-ESTAMPADA-LENCO-ENERGIA.jpg?v=638430794195800000,/falda-lenco-energia-lenco-energia_azul-pepe-328093-46975/p,"",Farm,"2000000",/1/11/,"Falda,Moda Feminina","484,559,621,772,792,920,948,959,970,1051,1057,1076,1081,1112","465077",Saias,Farm,"",Falda Lenco Energia Lenço Energia_Azul Pepe,"(0, 0)",true
2980,1,v501352fri-01,501352,"",http://oms.vtexinternal.com.br/api/oms?an=farmlatam,"00-v501352fri-01",Marketplace,"","1",,invoiced,false,Faturado,27999.0,2024-06-03 17:19:31.506,2024-06-03 22:46:08.619,v501352fri,559.99,-280.0,0.0,,ARG,BRL,true,1046,R$,Argentina Standard Time,"","05001",Medellín,ANTIOQUIA,COL,Poblado,marketingData,facebook,,ads,npbr,,,"",,"","3a8f8f99-7c08-410d-8a02-8a0ed641cc46",+573017865586,"0fdd5006e2cb40e78cfdf35af39a6ccb@ct.vtex.com.br","1",GRUPO DE MODA SOMA - BR,"05001","456F6D68CAFF49988BF17C0D7675CA64","456707","78249","325213227636",1,"1",Tenis Grand Court 2.0 Adidas Logomania Multicolorido - 36,"325213_2276_4",559.99,559.99,https://farmlatam.vteximg.com.br/arquivos/ids/527955-500-750/325213_2276_1-TENIS-GRAND-COURT-2-0-ADIDAS-LOGOMANIA.jpg?v=638507664483670000,/tenis-grand-court-2-0-adidas-logomania-multicolorido-325213-2276/p,"",Farm,"2000000",/1/8/,"Zapatos,Moda Feminina","186,193,691,755,772,801,803,917,959,970,1051,1076","456707",Tenis,Farm,"",Tenis Grand Court 2.0 Adidas Logomania Multicolorido,"(-75.5768051147461, 6.2539238929748535)",true
2981,1,v501345fri-01,501345,"",http://oms.vtexinternal.com.br/api/oms?an=farmlatam,"00-v501345fri-01",Marketplace,"","1",,invoiced,false,Faturado,45290.0,2024-06-03 17:14:57.518,2024-06-03 22:46:07.337,v501345fri,905.8,-452.9,0.0,,ARG,BRL,true,1046,R$,Argentina Standard Time,"","7690000",,REGIÓN METROPOLITANA,CHL,Lo Barnechea,"","","","","","","","","","","1d680ebf-7957-45b0-86bd-7f81ee420ff3",+56998862380,"9790b5a58c524e8ab3e35adf28c4eb42@ct.vtex.com.br","1",GRUPO DE MODA SOMA - BR,"7690000",B107E0DB2BEA48F7BA588B01D2A95172,"462274","82902","32725846680GG",1,"1",T-Shirt Dalia Est Dalia_Preto - XL,"327258_46680_5",348.6,348.6,https://farmlatam.vteximg.com.br/arquivos/ids/514534-500-750/327258_46680_1-T-SHIRT-ESTAMPADA-DALIA.jpg?v=638484755593030000,/t-shirt-dalia-est-dalia_preto-327258-46680/p,"",Farm,"2000000",/1/456/,"t-shirt,Moda Feminina","204,426,516,727,772,869,909,949,967,970,974,1057,1076,1079,1081,1105,1112","462274",Camisetas,Farm,"",T-Shirt Dalia Est Dalia_Preto,"(0, 0)",true
2982,1,v501345fri-01,501345,"",http://oms.vtexinternal.com.br/api/oms?an=farmlatam,"00-v501345fri-01",Marketplace,"","1",,invoiced,false,Faturado,45290.0,2024-06-03 17:14:57.518,2024-06-03 22:46:07.337,v501345fri,905.8,-452.9,0.0,,ARG,BRL,true,1046,R$,Argentina Standard Time,"","7690000",,REGIÓN METROPOLITANA,CHL,Lo Barnechea,"","","","","","","","","","","1d680ebf-7957-45b0-86bd-7f81ee420ff3",+56998862380,"9790b5a58c524e8ab3e35adf28c4eb42@ct.vtex.com.br","1",GRUPO DE MODA SOMA - BR,"7690000","9187651CF761440FB71E13776D937FE1","458163","79640","32620646679G",1,"1",Pantalón Dalia Lenco Est Dalia Lenco_Multicolorido @ - L,"326206_46679_4",557.2,557.2,https://farmlatam.vteximg.com.br/arquivos/ids/498572-500-750/326206_46679_1-CALCA-ESTAMPADA-DALIA-LENCO.jpg?v=638466247493300000,/pantalon-dalia-lenco-est-dalia-lenco_multicolorido---326206-46679/p,"",Farm,"2000000",/1/58/,"Pantalones,Moda Feminina","426,516,669,697,772,790,865,869,909,949,967,970,1076,1079,1081,1087","458163",Calças,Farm,"",Pantalón Dalia Lenco,"(0, 0)",true
2983,1,v501317fri-01,501317,"",http://oms.vtexinternal.com.br/api/oms?an=farmlatam,"00-v501317fri-01",Marketplace,"","1",,invoiced,false,Faturado,62860.0,2024-06-03 16:44:13.710,2024-06-03 22:46:06.020,v501317fri,1257.2,-628.6,0.0,,ARG,BRL,true,1046,R$,Argentina Standard Time,"","05001",Medellín,Antioquia,COL,Laureles,marketingData,Google,,,,"",,"",,"","95a62457-c528-4356-8641-d3c02e221340","03137715742","1e0a6cb8be2f43e3b6aa2c962069cadb@ct.vtex.com.br","1",GRUPO DE MODA SOMA - BR,"05001","0FBB84AE92DD4DEAA5AB0E0496EFDF31","459056","80514","32645646718P",1,"1",Vestido Corto Bordado Esplendor Tropical Est Esplendor Tropical_Roxo Alamanda - S,"326456_46718_2",1257.2,1257.2,https://farmlatam.vteximg.com.br/arquivos/ids/501649-500-750/326456_46718_1-VESTIDO-CURTO-BORDADO-ESTAMPADO-ESPLENDOR-TROPICAL.jpg?v=638476115576730000,/vestido-corto-bordado-esplendor-tropical-est-esplendor-tropical_roxo-alamanda-326456-46718/p,"",Farm,"2000000",/1/13/,"Vestido,Moda Feminina","262,421,516,691,755,772,786,859,869,909,967,970,1076,1079,1104,1112","459056",Vestidos,Farm,"",Vestido Corto Bordado Esplendor Tropical Est Esplendor Tropical_Roxo Alamanda,"(-75.5768051147461, 6.2539238929748535)",true
2984,1,v501315fri-01,501315,"",http://oms.vtexinternal.com.br/api/oms?an=farmlatam,"00-v501315fri-01",Marketplace,"","1",,invoiced,false,Faturado,31430.0,2024-06-03 16:39:39.053,2024-06-03 22:46:05.057,v501315fri,628.6,-314.3,0.0,,ARG,BRL,true,1046,R$,Argentina Standard Time,"","2060000",,Región de Valparaíso (V),CHL,Zapallar,marketingData,facebook,,ads,npbr,,,"",,"",e3fb7288-fddd-4b4b-9cf1-aaa7bef541f5,+56985954009,f054fc3a67e54d34ae28b4ab276ea0a7@ct.vtex.com.br,"1",GRUPO DE MODA SOMA - BR,"2060000","0513DCE648F74287B1DB38B34A26A558","458386","79841","32626846717P",1,"1",Cardigan Corto Tricot Pandora Floral Est Pandora Floral_Rosa Latino - S,"326268_46717_2",628.6,628.6,https://farmlatam.vteximg.com.br/arquivos/ids/506444-500-750/326268_46717_1-CARDIGAN-CURTO-TRICOT-ESTAMPADO-PANDORA-FLORAL.jpg?v=638481802461900000,/cardigan-corto-tricot-pandora-floral-est-pandora-floral_rosa-latino-326268-46717/p,"",Farm,"2000000",/1/9/,"Abrigo,Moda Feminina","250,516,677,691,697,749,755,772,799,869,909,917,967,970,1076,1079,1105,1111","458386",Cardigan,Farm,"",Cardigan Corto Tricot Pandora Floral Est Pandora Floral_Rosa Latino,"(0, 0)",true
2985,1,v501313fri-01,501313,"",http://oms.vtexinternal.com.br/api/oms?an=farmlatam,"00-v501313fri-01",Marketplace,"","1",,invoiced,false,Faturado,59290.0,2024-06-03 16:33:07.675,2024-06-03 22:46:04.073,v501313fri,1185.8,-592.9,0.0,,ARG,BRL,true,1046,R$,Argentina Standard Time,"","11001","Bogotá, D.c.","BOGOTÁ, D.C.",COL,CHICO,"","","","","","","","","","","37251be3-cccc-48c1-b3e6-abed0b7bfe21",+573160186592,"2a97357241eb43afa3b6a39a1256e471@ct.vtex.com.br","1",GRUPO DE MODA SOMA - BR,"11001",D9F43419315843908C276B6D8923A901,"448093","71491","32294346182P",1,"1",Pantalón Camino Yawanawa Est Caminho Yawanawa_Multicolorido - S,"322943_46182_2",557.2,557.2,https://farmlatam.vteximg.com.br/arquivos/ids/499443-500-750/322943_46182_1-CALCA-ESTAMPADA-CAMINHO-YAWANAWA.jpg?v=638471430026900000,/pantalon-camino-yawanawa-est-caminho-yawanawa_multicolorido-322943-46182/p,"",Farm,"2000000",/1/58/,"Pantalones,Moda Feminina","197,426,516,669,697,772,790,865,869,909,949,967,970,1076,1079,1081","448093",Calças,Farm,"",Pantalón Camino Yawanawa,"(-74.07209014892578, 4.710988521575928)",true
2986,1,v501313fri-01,501313,"",http://oms.vtexinternal.com.br/api/oms?an=farmlatam,"00-v501313fri-01",Marketplace,"","1",,invoiced,false,Faturado,59290.0,2024-06-03 16:33:07.675,2024-06-03 22:46:04.073,v501313fri,1185.8,-592.9,0.0,,ARG,BRL,true,1046,R$,Argentina Standard Time,"","11001","Bogotá, D.c.","BOGOTÁ, D.C.",COL,CHICO,"","","","","","","","","","","37251be3-cccc-48c1-b3e6-abed0b7bfe21",+573160186592,"2a97357241eb43afa3b6a39a1256e471@ct.vtex.com.br","1",GRUPO DE MODA SOMA - BR,"11001","7C1C6984CCD946348B73049958EDA1BE","448088","71488","32294246182P",1,"1",Camisa Camino Yawanawa Est Caminho Yawanawa_Multicolorido - S,"322942_46182_2",628.6,628.6,https://farmlatam.vteximg.com.br/arquivos/ids/499435-500-750/322942_46182_1-CAMISA-ESTAMPADA-CAMINHO-YAWANAWA.jpg?v=638471429974700000,/camisa-camino-yawanawa-est-caminho-yawanawa_multicolorido-322942-46182/p,"",Farm,"2000000",/1/455/,"Camisa,Moda Feminina","197,426,516,697,772,780,869,909,949,967,970,1076,1079,1081,1105,1111","448088",Camisa,Farm,"",Camisa Camino Yawanawa,"(-74.07209014892578, 4.710988521575928)",true
2987,1,v501308fri-01,501308,"",http://oms.vtexinternal.com.br/api/oms?an=farmlatam,"00-v501308fri-01",Marketplace,"","1",,invoiced,false,Faturado,108850.0,2024-06-03 16:17:02.626,2024-06-03 22:46:03.261,v501308fri,2177.0,-1088.5,0.0,,ARG,BRL,true,1046,R$,Argentina Standard Time,"","11001","Bogotá, D.c.","Bogotá, D.C.",COL,Pasadena,marketingData,Google,,,,"",,"",,"","0a7240b2-77a0-47ac-a943-64fcafdc27de","3107606448",a856875ba40a4ff2a3f32407216b68f7@ct.vtex.com.br,"1",GRUPO DE MODA SOMA - BR,"11001",B3C68CABD8C34BF4A7809BC3987835C0,"463850","83753","32776846729P",1,"1",Vestido Cropped Guarana Coral Guarana Coral_Preto - S,"327768_46729_2",628.6,628.6,https://farmlatam.vteximg.com.br/arquivos/ids/509029-500-750/327768_46729_1-VESTIDO-CROPPED-ESTAMPADO-GUARANA-CORAL.jpg?v=638481896744730000,/vestido-cropped-guarana-coral-guarana-coral_preto-327768-46729/p,"",Farm,"2000000",/1/13/,"Vestido,Moda Feminina","204,263,516,556,588,772,786,869,917,949,952,967,970,974,1076,1079,1081,1112","463850",Vestidos,Farm,"",Vestido Cropped Guarana Coral Guarana Coral_Preto,"(-74.07209014892578, 4.710988521575928)",true
2988,1,v501308fri-01,501308,"",http://oms.vtexinternal.com.br/api/oms?an=farmlatam,"00-v501308fri-01",Marketplace,"","1",,invoiced,false,Faturado,108850.0,2024-06-03 16:17:02.626,2024-06-03 22:46:03.261,v501308fri,2177.0,-1088.5,0.0,,ARG,BRL,true,1046,R$,Argentina Standard Time,"","11001","Bogotá, D.c.","Bogotá, D.C.",COL,Pasadena,marketingData,Google,,,,"",,"",,"","0a7240b2-77a0-47ac-a943-64fcafdc27de","3107606448",a856875ba40a4ff2a3f32407216b68f7@ct.vtex.com.br,"1",GRUPO DE MODA SOMA - BR,"11001","65CB266BA78749C7B717584E26FFCA52","453265","75094","32418946202P",1,"1",Vestido Corto Manga Lenco Floral Biriba Floral Biriba_Off White - S,"324189_46202_2",530.6,530.6,https://farmlatam.vteximg.com.br/arquivos/ids/488704-500-750/324189_46202_1-VESTIDO-CURTO-ESTAMPADO-MANGA-LENCO-FLORAL-BIRIBA.jpg?v=638443153358600000,/vestido-corto-manga-lenco-floral-biriba-floral-biriba_off-white-324189-46202/p,"",Farm,"2000000",/1/13/,"Vestido,Moda Feminina","262,267,268,484,559,772,786,859,877,948,970,990,1051,1057,1076,1081,1104,1112","453265",Vestidos,Farm,"",Vestido Corto Manga Lenco Floral Biriba Floral Biriba_Off White,"(-74.07209014892578, 4.710988521575928)",true
